,Text,User_name,id,location,prob,status
3269,RT @gsarnoldjr: @inmatemd @Hired_Muscle101 Think about the cost on tax payers of all of the @HillaryClinton criminal investigations the pas,jojos6Texas,709059463987073025,"Houston, Texas",0.5,neutral
3270,"RT @bfraser747: WAKE UP AMERICA.  

I'm far more concerned about @HillaryClinton ACTIONS than what @realDonaldTrump may say.  https:",voinconmc,3296322847,"Metz, France",0.55,neutral
3271,RT @gs777gs777: This is so great ! Hillary Clinton can never be POTUS if placed on Terror Watch by foreign leaders/ #Putin GOOD! https://t.,jackzyx,388027679,ohio,0.5,neutral
3272,RT @politico: Justin Timberlake steps in to host @HillaryClinton's West Coast fundraiser https://t.co/8NgRm5dgd7 | Getty https://t.co/JCUhg,IAbroad,2604671377,everywhere,0.875,neutral
3273,@HillaryClinton @sahilkapur You're triggered about  a Republican talking facts to the black community. Dems do not own the black vote!,kristilade,45637919,"Florida, USA",0.5,hate
3274,"@politico I always wonder why ""fairly intelligent people"" still support @HillaryClinton -a proven liar and corrupt - and her whole gang.",LuceroGZapata,3098229943,"Las Vegas, Nevada",0.571428571429,neutral
3275,"https://t.co/ixPNkxQZds interview 800 registers voters from PA. @realDonaldTrump 51, La Chusma @HillaryClinton 49 https://t.co/Bo2tybjcW7",Webmyresume,511006601,"US, Mexico & Canada",0.928571428571,neutral
3276,Exactly what the son of a bitch @POTUS is doing ain't it?  Look at all the people he's hurt with his f'd up agenda. https://t.co/VEXhNkj1nJ,JasonForbes6,1722764826,Left my heart&bros on Diego,0.4,neutral
3277,"@smith_lassen @HillaryClinton he also provided diapers. Maybe kids don't like these things in Mother Russia, but our kids like to smile.",robcolbert,757899111936978944,"Pittsburgh, PA",0.380952380952,neutral
3278,"""Among the many reasons that @BernieSanders is supporting @HillaryClinton for president,&amp; turning his attention to electing other Democrats""",smac20000,2837325635,"Buffalo, NY",0.611111111111,neutral
3279,He will be known as the guy who lost to a girl! Lol #womancard #imwithher #triana4cnn #ireportnews @HillaryClinton  https://t.co/lD52sExmwV,triana7,21907675,Atlanta,0.526315789474,neutral
3280,Excellent pointWhere is the Clinton Foundation donation for flood victims?? #TrumpPence16  https://t.co/EtnjiVkzNL,LucynGOP,3409704381,"Miami, FL",0.666666666667,neutral
3281,#WikiLeaks Proves @HillaryClinton &amp; #Obama Created #ISIS in 2012 https://t.co/huhmJ8Ch51 #tcot #ccot #pjnet #terrorism #islam,BethanyBlankley,14494756,Sweet Land of Liberty?,0.866666666667,neutral
3282,#WikiLeaks Proves @HillaryClinton &amp; #Obama Created #ISIS in 2012 https://t.co/QsustwaRvB #tcot #ccot #pjnet #terrorism #islam,BethanyBlankley,14494756,Sweet Land of Liberty?,0.866666666667,neutral
3283,RT @AlexaArchamb: Just a reminder that @HillaryClinton has not held a press conference in approximately 260 days.,JacobLemke40,519111388,"Myrtle Beach, SC",0.529411764706,neutral
3284,"RT @Buildthewallcha: Found @hillaryclinton 

#WheresHillary https://t.co/v7oy2ZJ1Vs",Buildthewallcha,741715557334949888,"Minnesota, USA",0.833333333333,neutral
3285,@realDonaldTrump @HillaryClinton Can we debate the real issues? Toilet paper: over or under?,brockenfels,751935575142182912,"Iowa, USA",0.538461538462,neutral
3286,RT @willbarrett_1: .@HillaryClinton will NEVER admit mistakes wrongdoings to Americans so I respect .@realDonaldTrump #HillaryClinton,HoustonWelder,3260503620,"Houston, TX",0.666666666667,neutral
3287,RT @HomunculusLoikm: Read #RulesForRadicals below. This is exactly what Obama started &amp; @HillaryClinton will finish. Save USA! #Trump2016 h,HomunculusLoikm,233933230,Conch Republic & Blue Ridge,0.526315789474,neutral
3288,RT @politico: .@realDonaldTrump and @HillaryClinton wreck Facebook friendships https://t.co/1YCZmBW8gk | AP Photo https://t.co/uKs45lsWbp,3030supernova,2399121283,"California, USA",0.846153846154,neutral
3289,"@smith_lassen @HillaryClinton he also provided cleaning supplies and a fucking 18-wheeler full of necessities.

Did you do better?",robcolbert,757899111936978944,"Pittsburgh, PA",0.444444444444,neutral
3290,"RT @bfraser747: WAKE UP AMERICA.  

I'm far more concerned about @HillaryClinton ACTIONS than what @realDonaldTrump may say.  https:",iammetaephor,577010235,United States,0.55,neutral
3291,"RT @FlipItDem: CA can help #FlipItDem 4 @HillaryClinton so Madam President can implement her plans in 2017 
https://t.co/DP5WrCpDJn https:/",MarilynnePryor,1539242365,"San Francisco, CA",0.736842105263,neutral
3292,RT @alfranken: Carson City is committed to making sure @HillaryClinton is our next President &amp; @CatherineForNV is my new colleague. https:/,DiAnnHand1,3025850315,"Philadelphia, PA",0.47619047619,neutral
3293,RT @YoungDems4Trump: Show this to those who don't fully grasp the severity of @HillaryClinton's email breach. Because the media won't. http,BHogg93,3664569856,"Cutler Bay, FL",0.47619047619,neutral
3294,@HillaryClinton tax plan more of the same as she tries to hide she's part of Wall Street. #FatCat,CandidCnsrvtve,746134108355592192,"Mishawaka, IN",0.444444444444,hate
3295,"RT @iamgavinjames: Based off of this very poll, @HillaryClinton is unfit to be #POTUS! She lacks the integrity our country deserves! https:",LogicPrevail,727285854,"MD, United States of America",0.545454545455,neutral
3296,@MarlonDMarshall @HillaryClinton at least he isnt PANDERING to them like YOU are HILLARY..............https://t.co/sAjqXhjzKc,elusivepickle,506201119,Chicago,0.384615384615,neutral
3297,"Timberlake Steps In To Host @HillaryClinton Fundraiser
https://t.co/vflIUn6RUa https://t.co/l9V7toIQuS",vishwagujarat,2501183407,"Ahmedabad , Gujarat, India",0.777777777778,neutral
3298,RT @kupajo322: @HillaryClinton Our Movement Is LARGEROur Rallies Are LARGER Our Message Is STRONGER#TrumpTrainWE'LL #WIN https:/,less_bullspit,2782638680,commonsense USA,0.6875,neutral
3299,"RT @SouthChiRepublc: @AmalHanano 5 views can change the world if they're the right 5. 

@POTUS @FLOTUS  @JohnKerry @HillaryClinton @timkain",aziz_mulhim,203845987,Blue Planet,0.631578947368,neutral
3300,"RT @bfraser747:  #ClintonCrimeFamily 

If @realDonaldTrump offends you may get feelings hurt.If you offend @HillaryClinton DEATH  https:",likesghosts,1199122891,austin tx,0.722222222222,neutral
3301,".@RichardGrenell A ""Yuge"" Cher fan! Until she was a BHO supporter. I tweeted her about it and she blocked me.  https://t.co/8MR02h8mTp",DTB122,24470535,USA,0.5,neutral
3302,@JKWemyss @DBloom451 @realDonaldTrump @HillaryClinton @JudgeJeanine That's it!  Karma will eventually getcha. Its her turn!!,FelineBengal,563301375,"New Jersey, USA",0.642857142857,neutral
3303,Hey @SecretService take a look here. https://t.co/2oyvRceJFZ,redbeard36,943181,Soaking in Seattle,0.428571428571,neutral
3304,"@BernieSanders @HillaryClinton 
""...to regain control of the Senate and potentially the House of Representatives...""",smac20000,2837325635,"Buffalo, NY",0.428571428571,neutral
3305,"@smith_lassen @HillaryClinton go practice driving. Less vodka, comrade. https://t.co/Wlr2fIWEXY",robcolbert,757899111936978944,"Pittsburgh, PA",0.666666666667,neutral
3306,RT @gwatsky: *adult scissors *wrong candidate https://t.co/IWH71U9j9X,Ornatepantaloon,2395678944,"Easton, PA",1.0,neutral
3307,"RT @YoungDems4Trump: 8,000 retweets?! That's what happens when the media refuses to share the truth. They won't so we did https://t.co/l",mkmknani,120818659,Ft Worth Tx/Bellingham WA,0.428571428571,neutral
3308,"RT @bfraser747:  #ClintonCrimeFamily 

If @realDonaldTrump offends you may get feelings hurt.If you offend @HillaryClinton DEATH  https:",likesghosts,1199122891,austin tx,0.722222222222,neutral
3309,"1 @HillaryClinton let she without sin throw the first stack of emails, WallStreetScripts #BrainCatScans at the #trumpTrain. #HillaryHealth",WalterWelle,14995892,"Brick, NJ",0.5,neutral
3310,@DIRTYYYSOUTH @TexitDarling @TrumpEnchantid @HillaryClinton lol so you dont care she is associated with Putin?? You're one dumb twit.,Freedomfromu,62418222,United States,0.555555555556,neutral
3311,RT @YoungDems4Trump: Show this to those who don't fully grasp the severity of @HillaryClinton's email breach. Because the media won't. http,dmk_dk,751486023855640576,"Middletown, NY",0.47619047619,neutral
3312,"RT @tchrismore: Shocked by pure hatred and venomous words directed at @HillaryClinton. It isn't political debate, it's fanaticism. https://",elizabeth28536,439608838,United States of this world,0.631578947368,neutral
3313,"RT @ImWithYou010: I wish Matt Lauer would probe @HillaryCLInton like they probed poor @RyanLochte 

#BiasedNBC #BiasedMSM",Corner_Boy3,750134495022546944,United States,0.625,neutral
3314,"His anti @HillaryClinton wife, old prunefaced @mitchellreports said nothing. Now she repeats all #rwnj bullshit! #p2 https://t.co/1vdTTQHcNd",PizzaioloMike,54314181,United States of America,0.647058823529,neutral
3315,"RT @SamHarrisOrg: ""What Hillary Clinton Should Say about Islam and the 'War on Terror'""
https://t.co/KIgpNxH3f5
@HillaryClinton https://t.c",autumnalcity87,190092133,all u self-promoters are janky,0.647058823529,neutral
3316,@HomunculusLoikm @HillaryClinton I don't want to own guns. I also don't want to get caught in the crossfire in public. I want common sense.,frankidemerle,132543609,"Pacific NW, USA",0.583333333333,hate
3317,@wendyvoss Elect: @realDonaldTrump. Indict: @HillaryClinton. https://t.co/X04QNJzZed,SGTMize,748487585320804353,"Al Rayyan, Qatar",1.0,neutral
3318,"RT @ImWithYou010: I wish Matt Lauer would probe @HillaryCLInton like they probed poor @RyanLochte 

#BiasedNBC #BiasedMSM",rewog0515,752194519018270720,AMERICA   ,0.625,neutral
3319,"RT @bfraser747:  CAUTION

 Clinton body count - Here's a few suspicious deaths of people close to @billclinton &amp; @HillaryClinton https:/",takingitall2000,3308703357,United States,0.681818181818,neutral
3320,"@BostonGlobe @GlobeIdeas
#PredictionTime      ME CH RU
@realDonaldTrump 1/2  1   1 Winner!
@HillaryClinton        -1  -1  -1
War-1,No War 1",outwidit,439804226,mumbai,0.722222222222,neutral
3321,@edwiley1960 @Jdplumer @HillaryClinton you do know that Dem. Is trying to take advantage from BLM movement. Right?,hello000991,759164631503941634,"Ohio, USA",0.470588235294,neutral
3322,RT @PplOverPolitics: Can You Imagine @HillaryClinton Computer Classes? #DeleteHillary #ClintonForPrison2016 #IndictHillary #EndCorruption h,Will_J_Bryan,2719268039,Appalachia,0.692307692308,neutral
3323,"Yeah, never trust a broad, especially a phony broad who prints her face on  counterfeit broad money. #Broads  https://t.co/lwYaiuGO3p",ash_like_whoa,262751057,Chicago,0.526315789474,neutral
3324,RT @Run_IsHere: @MarilynT4 Andre didn't put that little piece of info in his talking point lie. @AndreBauerSC @PoppyHarlowCNN @HillaryClint,MarilynT4,863261922,#StrongerThanMS,0.578947368421,neutral
3325,@maggieogs @HillaryClinton I know... Makes me laugh but sad at the same time.,cristygodin23,3163055353,Earth most of the time,0.538461538462,hate
3326,"@HillaryClinton I love how liberals bitch about Climate change, but need a personal jet to travel 20 miles. https://t.co/2fP5lFwR2j",LiberalsSuckx10,729614623796695041,United States,0.526315789474,neutral
3327,RT @maggieogs: @HillaryClinton There are idiots across America who think that that insincere pseudo-apology he gave the other night reps a,cristygodin23,3163055353,Earth most of the time,0.47619047619,neutral
3328,@MarlonDMarshall @HillaryClinton   but did trump COST FOUR AMERICAN  LIVES?,elusivepickle,506201119,Chicago,0.555555555556,neutral
3329,"@HillaryClinton Listen, you Marx-adoring hedonist, don't let your mind wanderit's far too little to be let out on its own.",DogpackCole8,741206934510931968,"Texas, USA",0.55,hate
3330,"Oh God does this make me like @HillaryClinton 

Cause gross https://t.co/TPL67hBU5V",StayAwakeDavy,2799264223,CA,0.545454545455,neutral
3331,"RT @bfraser747: WAKE UP AMERICA.  

I'm far more concerned about @HillaryClinton ACTIONS than what @realDonaldTrump may say.  https:",2NearAlki,4715804222,"Seattle, WA",0.55,neutral
3332,RT @nicholasvirzi: @LindaSuhler is @Salon saying the Democrats have dumped Jesus?  Let's see @HillaryClinton take that to the black communi,AWeibs25,2319887304,"No Criminal Presidents, USA",0.5,neutral
3333,"RT @UTHornsRawk: #Hillary lies people died. Matt Lauer 
#WheresHillary #HillaryLeaks #HillarysHealth  https://t.co/47v3n5AqXY",nopparutt,873172632,"Los Angeles, CA",0.833333333333,neutral
3334,"#US
40% of @realDonaldTrump &amp; @HillaryClinton's #Twitter accounts are fake, sth about 3 mln!
They bought followers! https://t.co/uB3RdqwLkl",khodabakhsh24,2318655403,"Tehran, Iran",0.611111111111,neutral
3335,"RT @shaynil: ""Pramukh Swami didnt just teach virtues  he lived them every day.  Thats what made him a Guru"" - Hillary Clinton @HillaryCl",maya_jag,3040337349,Durban,0.583333333333,neutral
3336,RT @Lagartija_Nix: Hillary Clinton Reported to be on Russias TERROR SPONSOR WATCH LIST https://t.co/yIuS1gzcNa @realDonaldTrump @Hillary,grannycoo,3028228054,"Toronto, Ontario",0.8125,neutral
3337,RT @AccuracyInMedia: Lining Her Own Pockets? 96% of @hillaryclinton's Donations were to Clinton Foundation https://t.co/Q4Xr6eYQZu #tcot ht,HomunculusLoikm,233933230,Conch Republic & Blue Ridge,0.764705882353,neutral
3338,RT @WDFx2EU5: NORTH CAROLINA: Historic Black church says Supporting @HillaryClinton is like being with an abusive ex-spouse https://t.co/,bobsacard,69739698,"Brooklyn, NY",0.611111111111,neutral
3339,@HillaryClinton the fact you breathe is staggering...https://t.co/sAjqXhjzKc,elusivepickle,506201119,Chicago,0.428571428571,neutral
3340,Let';s ask @HillaryClinton what she thinks about this. #EquestrianDressage https://t.co/R0cj4QHo7X,henry_mcmann,3755375892,"Sandy Springs, GA",0.5,neutral
3341,"@PoliticalAnt 
Bit of point-counterpoint:
https://t.co/lJH6S6F4gv
https://t.co/LMzLv4I8GX
https://t.co/eK4kwSDoHu
@HillaryClinton",fakeconsultant,49219932,iran,0.75,neutral
3342,WOW! I fear this is just the tip of the iceburg. @HillaryClinton @JoyAnnReid #ImWithHer #NeverTrump https://t.co/w1RVLCGU4C,MicheleMT55,762744467371663360,"Linden, NJ",0.5625,neutral
3343,"RT @SecularKafir: Why would she be in Louisiana? They're askIng for money, not giving... https://t.co/HObJmQ1le1",Carold1123,66833170,Ohio,0.533333333333,neutral
3344,"Hey @bfraser747! Haven't seen Bernie in awhile, what happened to him?  Did Killiary get rid of him like the others? https://t.co/oZIXV2jKB4",katpalio,744034184302366720,"San Jose, CA",0.428571428571,neutral
3345,RT @BethanyBlankley: #WikiLeaks Proves @HillaryClinton &amp; #Obama Created #ISIS in 2012 https://t.co/QsustwaRvB #tcot #ccot #pjnet #terrorism,LeatherNeck3719,125165079,Middle TN.,0.875,neutral
3346,"@ShitZone @Makedni @RussiaInsider @HillaryClinton can't say ,,, dunno what's really wrong w her, but she's a goner with writing on the wall",OmarZaidMD,224491023,"Kuala Lumpur, Malaysia",0.545454545455,neutral
3347,"@realDonaldTrump You lamented, ""When is the last time we won anything?"" Q answered! @HillaryClinton next big WINNER. https://t.co/6pkTPOIAY6",fit2thebone1,59493190,"In my own zone, at my own pace",0.555555555556,neutral
3348,RT @YoungDems4Trump: Show this to those who don't fully grasp the severity of @HillaryClinton's email breach. Because the media won't. http,T_I_T_A_N_I_UM,727249811846500353,United States,0.47619047619,neutral
3349,@JoanneColombo damn right. For the country is learning and realizing that @HillaryClinton is the devil. Not like waterboy but for real,BRAVESFAN92912,748947041791991808,"Florida, USA",0.380952380952,neutral
3350,RT @WDFx2EU5: NORTH CAROLINA: Historic Black church says Supporting @HillaryClinton is like being with an abusive ex-spouse https://t.co/,northonsixty1,2357647951,"Canada, 3rd Rock From the Sun",0.611111111111,neutral
3351,@DissentingAdult @sallykohn @HillaryClinton @realDonaldTrump Those in the right photo amount 2 a invasion force&lt;in fact ISIS boasts about it,TitanicQueen,505549131,Australia,0.473684210526,neutral
3352,RT @AccuracyInMedia: Lining Her Own Pockets? 96% of @hillaryclinton's Donations were to Clinton Foundation https://t.co/Q4Xr6eYQZu #tcot ht,lynette5151,34173875,"Decatur, Illinois",0.764705882353,neutral
3353,RT @sewingsandra: she can't have a press conference but Hillary sure can fund raise from her rich friends https://t.co/QUtSZr0rXV,SEAAdams2,4244457140,United States,0.578947368421,neutral
3354,RT @SwingerSays: #DonaldTrump has released his new TV ad with the rallying cry for his supporters @HillaryClinton @HFA @TheDemocrats https:,anegar70,1226228107,Room 7609,0.75,neutral
3355,"RT @loluwotm: @pbaratelli @HillaryClinton How is a building going to run our country? If you Trump supporters are going to rant, at least m",Jaylin_33,2222195496,snapchat- jaylinhollister ,0.416666666667,neutral
3356,Wow. Not kidding about Trumple being low info https://t.co/BYwGEqgwaO,redbeard36,943181,Soaking in Seattle,0.555555555556,neutral
3357,"RT @HomunculusLoikm: Yep! ISIS, Obama, @HillaryClinton, the IRS, #TheFBI and 4 #SupremeCourt Justices. Better VOTE for #Trump! https://t.co",SCStem99,1473117674,USA Nomad,0.777777777778,neutral
3358,@realDonaldTrump No thank you. I prefer being a country of individuals with different dreams and ideas. @HillaryClinton,JHersheyFitness,340261113,"Toms River, NJ",0.470588235294,neutral
3359,"if true, most likely . . . https://t.co/M0VGINfuyl",OmarZaidMD,224491023,"Kuala Lumpur, Malaysia",0.5,like
3360,RT @NRA: #Fact: The #2ndAmendment is on the ballot this November. ALL #2A supporters must unite to defeat @HillaryClinton #NeverHillary,rachel_kowalski,758329295081123840,"Arkansas, USA",0.6,neutral
3361,"RT @ash_like_whoa: Yeah, never trust a broad, especially a phony broad who prints her face on  counterfeit broad money. #Broads  https://t.",DrunkenVulcan,727859597759942657,all up in this bitch,0.571428571429,neutral
3362,RT @gwatsky: *adult scissors *wrong candidate https://t.co/IWH71U9j9X,Gnihtemos,706990638,The Batcave,1.0,neutral
3363,"""It is past time we act on gun violence."" @HillaryClinton #Hillary2016 #ImWithHer #GOPdebate https://t.co/6dlOukcEwi",Hillary2016Pres,4176516076,U.S.A,0.714285714286,neutral
3364,"RT @Don_Vito_08: #WheresHillary Was the last question #BillClinton asked before setting up his private server @HillaryClinton 
#MAGA https:",jody_span,3421549115,USA,0.722222222222,neutral
3365,@bfraser747 @littleoldme_2 @billclinton @HillaryClinton unreal. She's just dying for power.,LennasLuxSoaps,4595431034,"Phoenix, AZ",0.8,neutral
3366,RT @FelineBengal: @JKWemyss @DBloom451 @realDonaldTrump @HillaryClinton @JudgeJeanine That's it!  Karma will eventually getcha. Its her tur,JKWemyss,774638658,"Mansfield, OH",0.6875,neutral
3367,RT @WDFx2EU5: NORTH CAROLINA: Historic Black church says Supporting @HillaryClinton is like being with an abusive ex-spouse https://t.co/,MarvPete,2871637006,Crosslake MN ,0.611111111111,neutral
3368,"RT @ImWithYou010: I wish Matt Lauer would probe @HillaryCLInton like they probed poor @RyanLochte 

#BiasedNBC #BiasedMSM",BaylorChrissy,2402434039,The Woodlands,0.625,neutral
3369,RT @Lagartija_Nix: Hillary Clinton Reported to be on Russias TERROR SPONSOR WATCH LIST https://t.co/yIuS1gzcNa @realDonaldTrump @Hillary,albertjohn2053,108298140,"Orlando, FL",0.8125,neutral
3370,"RT @LincolnBevers: LET'S TAKE AN ACTUAL, UNBIASED POLL.
VOTE &amp; RETWEET (often as possible)
@realDonaldTrump @HillaryClinton
#THINK2016",LincolnBevers,2874393628,"Coeur d'Alene, ID",0.764705882353,neutral
3371,RT @nycjim: .@johnastoehr is up to No. 87 in his epic @HillaryClinton #doublestandard #sexism tweetstorm. Hoping he hits 100. https://t.co/,EttyM,24599356,Toronto,0.7,neutral
3372,"RT @UTHornsRawk: #Hillary lies people died. Matt Lauer 
#WheresHillary #HillaryLeaks #HillarysHealth  https://t.co/47v3n5AqXY",almcnulty11,2803798175,United States,0.833333333333,neutral
3373,"RT @RinoRooter: @realDonaldTrump builds ppl's lives
@HillaryClinton has destroyed lives of many. #TrumpPence2016 @cristinalaila1 https://t.",boneheadstudios,18039599,Texas,0.866666666667,neutral
3374,RT @OfficialJLD: Since this is #VEEP nite at #DNC2016 I thought it would b appropriate 2 declare proudly #ImWithHer @HillaryClinton https:/,ZKhrestinina,3471907396,Russia,0.571428571429,neutral
3375,"RT @AmericanMex067: .@HillaryClinton needs stools &amp; frequent rest. 

@realDonaldTrump puts in non stop work. 

#WheresHillary https://t.co/",rickconnell2,513906697,United States,0.75,neutral
3376,"Make up your mind, @HillaryClinton https://t.co/Lu1dwbDsR0",henry_mcmann,3755375892,"Sandy Springs, GA",0.5,neutral
3377,RT @Hillary2016Pres: Don't hate me cause I'm fabulous! @HillaryClinton #Hillary2016 #ImWithHer #GOPdebate https://t.co/GZoj32bO2G,FluffySays,67169191,USA,0.615384615385,neutral
3378,@jdfjnf879294 @HillaryClinton Some of us do Crystal. Many of us do. Keep the faith!,cristygodin23,3163055353,Earth most of the time,0.5,neutral
3379,"RT @AmericanMex067: .@HillaryClinton needs stools &amp; frequent rest. 

@realDonaldTrump puts in non stop work. 

#WheresHillary https://t.co/",MaryEBarnes,172255937,Eastern PA,0.75,neutral
3380,RT @SpencerMRitchie: Wonder if Matt Lauer and @NBCNews will grill @HillaryClinton on emails like they just did @RyanLochte.,gobig27,3408791968,"Orlando, FL",0.5,neutral
3381,RT @seanhannity: House Oversight Committee releases damning video detailing @HillaryClinton's perjury https://t.co/5wqkQKMSCv,MoonHutch,408543148,"Daytona Beach, FL",0.833333333333,neutral
3382,RT @RickMad: Former CIA operative @Evan_McMullin is clearly a globalist plant to siphon votes from Trump. #MAGA https://t.co/3ond5dN9J2,Lee0456lee,2313139874,Woodland ca,0.722222222222,neutral
3383,RT @YoungDems4Trump: Show this to those who don't fully grasp the severity of @HillaryClinton's email breach. Because the media won't. http,Quaziphoto,61231226,"Virginia, USA",0.47619047619,neutral
3384,RT @Pistoldad: @1401bonniek @HillaryClinton Oh really? You actually this she cares about you? Get a clue!,less_bullspit,2782638680,commonsense USA,0.5625,neutral
3385,@MarlonDMarshall @HillaryClinton The President is as much white as he is black though he said he disowned the white part. Pretty racist.,kristilade,45637919,"Florida, USA",0.363636363636,hate
3386,RT @Kelly62u: @magnifier661 @kayleighmcenany  Hey @CNN Submit your Leaks here https://t.co/yrjEDMcBag  Safe! @HillaryClinton Will never know,lizMartins16,701202878162198528,"Virginia, USA",0.5625,neutral
3387,"RT @Cernovich: I hereby offer $100,000 to @HillaryClinton's charity if she submits all medical records to panel of independent doctors. #Hi",MoboEarth,469124398,EARTH,0.666666666667,neutral
3388,@HillaryClinton Five Companies - registered in Delaware ??   https://t.co/mY5zs0cDUH,brf0204,2474075239,Pennsylvania,0.777777777778,neutral
3389,RT @YoungDems4Trump: Show this to those who don't fully grasp the severity of @HillaryClinton's email breach. Because the media won't. http,profdans,55252238,"Loomis, California",0.47619047619,neutral
3390,"RT @Hillary2016Pres: ""It is past time we act on gun violence."" @HillaryClinton #Hillary2016 #ImWithHer #GOPdebate https://t.co/6dlOukcEwi",jarianatori,1077941046,Ari/Scott,0.75,neutral
3391,"RT @JaredWyand: How many European women were raped after the last kid you exploited world ender

You need a helicopter ride to Syria https:",wavetossed,257097577,"Vancouver, BC",0.5,neutral
3392,"@FelineBengal @DBloom451 @realDonaldTrump @HillaryClinton @JudgeJeanine 
That big wheel keeps spinning. Eventually you get spun off.",JKWemyss,774638658,"Mansfield, OH",0.533333333333,neutral
3393,Apparently this is how my daughter feels about the #2016election. @HillaryClinton https://t.co/SnLJwcVrew,ChristinaVR424,703119346768318465,"Ohio, USA",0.416666666667,hate
3394,RT @DissentingAdult: @JaredWyand @sallykohn @HillaryClinton @realDonaldTrump This is what they show you...this is what you get. https://t.c,MorpheusUnderwo,3014230182,Kevin's Ego,0.588235294118,neutral
3395,@NeilTurner_ @HillaryClinton like ur FAKE Man and you too,kelvinbiyi,3600729142,Finland,0.555555555556,neutral
3396,Good Question! https://t.co/XDsSVSCptn,TexasSecede,28243015,Texas,0.666666666667,neutral
3397,@acs5281988 @alvin_kmiec @obamascrewingus @HillaryClinton Says the guy whose Twitter name is FREE MILO. Are you freeing the $100k he stole?,sarahzview,1909281625, USA ,0.55,neutral
3398,Democratic memes suck. #NeverDemocrat https://t.co/DcTHRfOXnG,ChandlerPWeiss,3861444733,"Washington, DC",1.0,neutral
3399,RT @npnikk: @HillaryClinton unsecured email server report revealed identity of U.S. spy  Iran HUNG him https://t.co/gyFmV3WDB7 https://t.,PW_Mpls,823411819,MN,0.944444444444,neutral
3400,"https://t.co/I8pHiKDO3Z interview 1,300 register voters from FL. @realDonaldTrump 49, La Chusma @HillaryClinton 49. https://t.co/TogQEiyJs7",Webmyresume,511006601,"US, Mexico & Canada",0.928571428571,neutral
3401,RT @YoungDems4Trump: Show this to those who don't fully grasp the severity of @HillaryClinton's email breach. Because the media won't. http,MaryintheMntns,3355860853,Around,0.47619047619,neutral
3402,"Retweeted God's Rock Eli (@Elimelech_Ring):

@sophie_diesel @realDonaldTrump @POTUS @HillaryClinton @netanyahu... https://t.co/T1EDYotsxA",Elimelech_Ring,19025138,Messiah Jesus!Go 2 Hell Satan!,1.0,neutral
3403,RT @Lagartija_Nix: Hillary Clinton Reported to be on Russias TERROR SPONSOR WATCH LIST https://t.co/yIuS1gzcNa @realDonaldTrump @Hillary,WWmorgan42,504914912,"Lakeland, Florida",0.8125,neutral
3404,"RT @bfraser747: WAKE UP AMERICA.  

I'm far more concerned about @HillaryClinton ACTIONS than what @realDonaldTrump may say.  https:",rob_mcwaters,696037878204338176,America,0.55,neutral
3405,"RT @Rosielars67: @HillaryClinton Yes I do, How bout you do you? How about accepting responsibility . you Blame everyone now Col. Colin Powe",less_bullspit,2782638680,commonsense USA,0.565217391304,neutral
3406,"Its a Nightmare for woman, when they are forced to stand behind a woman such as @HilaryClinton ; you can do better https://t.co/q1bzAZdCQm",TdoggFreshX,203195412,"Ohioville, PA",0.478260869565,hate
3407,RT @NeilTurner_: @HillaryClinton Can't wait to see you behind bars. #HillaryForPrison2016 https://t.co/DNf6X1IqlJ,satirist_indian,2305879171,India ,0.583333333333,neutral
3408,RT @SpencerMRitchie: Wonder if Matt Lauer and @NBCNews will grill @HillaryClinton on emails like they just did @RyanLochte.,laughhard68,98268912,"Ashland, Kentucky",0.5,neutral
3409,"RT @bfraser747:  CAUTION

 Clinton body count - Here's a few suspicious deaths of people close to @billclinton &amp; @HillaryClinton https:/",826Maureen,2659475605,RIVERINA. NSW ,0.681818181818,neutral
3410,America is great when we stand together! Let's build Unity by voting for @HillaryClinton President of the United States! @Marlychaudry,areyou0,894292836,U.S.A,0.55,neutral
3411,"RT @AmericanMex067: .@HillaryClinton needs stools &amp; frequent rest. 

@realDonaldTrump puts in non stop work. 

#WheresHillary https://t.co/",1Freddycmusic,3997371015,"Winfield, IL",0.75,neutral
3412,RT @YoungDems4Trump: Show this to those who don't fully grasp the severity of @HillaryClinton's email breach. Because the media won't. http,TripawDaisy,226772224,Warm In Bed,0.47619047619,neutral
3413,"@bfraser747 @HillaryClinton #Florida #Ohio #PA #VA #TX #WI #NC #LA #CO @wisgop @VA_GOP @PAGOP Private eye her hitman,Not ex Larry Nichols.",Trump5254,715538615376412672,"Pittsford, NY",0.952380952381,neutral
3414,"@TeamTrump @realDonaldTrump Yeah, @HillaryClinton said that 2 weeks ago. Your script writers stealing from her now? Seems odd.",JHersheyFitness,340261113,"Toms River, NJ",0.555555555556,neutral
3415,RT @WDFx2EU5: NORTH CAROLINA: Historic Black church says Supporting @HillaryClinton is like being with an abusive ex-spouse https://t.co/,SpkUpSavAmerica,1613705742,"Phoenix, AZ",0.611111111111,neutral
3416,@HillaryClinton where you been liar,smaloy13,1353755334,Trump Tower,0.4,neutral
3417,RT @Old_Bern_Kenobi: @HillaryClinton It's too late for you to say you didn't lie about your email,satirist_indian,2305879171,India ,0.4375,hate
3418,.@MLauer asked @RyanLochte tougher questions than he'd ever dare ask @HillaryClinton. @nbc is a disgrace. #Rio2016 #WheresHillary #Trump,obamination12,860586306,The frozen liberal hell (MN),0.722222222222,neutral
